orden_compra,fecha_pedido,sku,cantidad,proveedor,fecha_promesa,fecha_recepcion,costo_unitario
OC-5516,2025-01-16,MP-0035,1966,PROV-34,2025-02-02,2025-02-07,391712
OC-6063,2025-01-30,MP-0129,451,PROV-18,2025-02-11,2025-02-27,38308
OC-5159,2026-05-01,MP-0012,823,PROV-29,2026-05-15,2026-05-24,260365
OC-5220,2026-04-16,MP-0017,1558,PROV-32,2026-05-08,2026-05-16,165823
OC-6438,2025-09-21,MP-0388,6,PROV-31,2025-10-06,,3807
OC-5128,2025-04-04,MP-0010,1584,PROV-24,2025-04-24,2025-05-09,244981
OC-6053,2025-04-26,MP-0128,259,PROV-22,2025-05-04,2025-05-08,56497
OC-5618,2024-12-30,MP-0045,418,PROV-09,2025-01-05,2025-01-07,62696
OC-5663,2025-03-26,MP-0053,253,PROV-21,2025-04-07,2025-04-15,21843
OC-5099,2026-04-28,MP-0009,2053,PROV-10,2026-05-16,2026-06-21,256746
OC-5553,2025-01-17,MP-0038,597,PROV-32,2025-02-04,2025-02-13,307900
OC-5013,2024-09-05,MP-0002,1250,PROV-02,2024-09-28,2024-09-23,98702
OC-5568,2024-07-11,MP-0039,1097,PROV-26,2024-07-30,2024-08-09,395252
OC-5219,2025-04-13,MP-0017,2014,PROV-32,2025-05-05,2025-05-18,165823
OC-5774,2024-11-30,MP-0075,135,PROV-33,2024-12-06,2024-12-17,30143
OC-6214,2026-02-05,MP-0173,57,PROV-25,2026-02-14,2026-02-19,7717
OC-5605,2025-06-12,MP-0043,246,PROV-31,2025-06-23,2025-07-11,79081
OC-6336,2025-06-30,MP-0291,34,PROV-05,2025-07-06,2025-07-13,13498
OC-6130,2024-07-12,MP-0140,159,PROV-20,2024-07-21,2024-08-02,69076
OC-6411,2025-08-29,MP-0362,55,PROV-07,2025-09-06,2025-09-12,10899
OC-5028,2025-06-27,MP-0003,586,PROV-01,2025-07-11,2025-07-09,178655
OC-5323,2024-09-20,MP-0023,1938,PROV-26,2024-10-06,2024-10-28,120113
OC-6276,2024-08-15,MP-0233,8,PROV-01,2024-08-25,2024-09-01,5273
OC-5969,2025-12-10,MP-0110,239,PROV-26,2025-12-18,2025-12-26,70066
OC-5147,2025-01-03,MP-0011,2002,PROV-17,2025-01-23,2025-01-25,356026
OC-6453,2025-10-15,MP-0402,61,PROV-04,2025-10-22,2025-10-30,7198
OC-5043,2025-01-31,MP-0004,1135,PROV-20,2025-02-12,2025-02-26,385136
OC-6417,2025-09-08,MP-0368,86,PROV-19,2025-09-19,2025-09-30,9888
OC-6179,2024-12-03,MP-0147,340,PROV-28,2024-12-13,2024-12-16,48242
OC-5096,2025-05-05,MP-0009,1312,PROV-10,2025-05-23,,256746
OC-5925,2026-06-08,MP-0101,380,PROV-16,2026-06-15,2026-06-22,70351
OC-6073,2025-08-03,MP-0130,448,PROV-11,2025-08-13,2025-08-20,74019
OC-5475,2026-04-06,MP-0032,2056,PROV-03,2026-04-18,2026-04-23,196328
OC-5302,2026-03-14,MP-0022,1316,PROV-07,2026-03-27,2026-04-10,173118
OC-5343,2026-01-31,MP-0024,1596,PROV-31,2026-02-20,2026-02-24,223650
OC-6045,2026-02-03,MP-0126,209,PROV-23,2026-02-16,2026-02-24,42475
OC-5366,2026-02-24,MP-0026,1171,PROV-28,2026-03-07,2026-03-06,393154
OC-5521,2026-06-16,MP-0035,1367,PROV-34,2026-07-03,2026-07-05,391712
OC-5579,2025-08-29,MP-0040,1729,PROV-31,2025-09-15,2025-09-30,143609
OC-5170,2024-10-26,MP-0013,853,PROV-06,2024-11-13,2024-12-01,361794
OC-6104,2026-02-01,MP-0135,362,PROV-01,2026-02-06,2026-02-13,25279
OC-6263,2025-09-08,MP-0220,23,PROV-19,2025-09-14,2025-09-14,1498
OC-5773,2025-12-25,MP-0074,263,PROV-01,2025-12-31,2026-01-06,57757
OC-6321,2025-03-28,MP-0277,22,PROV-23,2025-04-08,2025-04-19,1976
OC-6091,2025-05-02,MP-0134,266,PROV-25,2025-05-14,2025-05-25,64521
OC-5018,2024-07-23,MP-0002,1326,PROV-02,2024-08-15,2024-08-19,98702
OC-5928,2026-02-02,MP-0102,211,PROV-34,2026-02-11,2026-02-26,15942
OC-6049,2025-11-16,MP-0127,256,PROV-19,2025-11-24,2025-11-28,17887
OC-5012,2024-11-02,MP-0002,2421,PROV-02,2024-11-25,2024-12-02,98702
OC-5986,2026-05-21,MP-0115,274,PROV-18,2026-05-30,2026-06-11,26639
OC-5620,2025-11-25,MP-0045,424,PROV-09,2025-12-01,2025-12-09,62696
OC-5432,2025-04-12,MP-0030,2279,PROV-27,2025-04-28,2025-04-26,284982
OC-5127,2025-05-31,MP-0010,1487,PROV-24,2025-06-20,2025-07-06,244981
OC-5236,2025-05-06,MP-0017,1790,PROV-32,2025-05-28,2025-06-03,165823
OC-5562,2025-12-13,MP-0039,1002,PROV-26,2026-01-01,2026-01-26,395252
OC-5850,2026-02-03,MP-0089,428,PROV-14,2026-02-12,2026-02-19,56054
OC-6196,2025-05-10,MP-0156,20,PROV-35,2025-05-16,2035-05-28,13196
OC-5378,2024-10-27,MP-0027,532,PROV-27,2024-11-12,2024-11-24,179174
OC-6199,2025-04-14,MP-0159,66,PROV-21,2025-04-21,2025-04-26,4449
OC-6446,2026-01-21,MP-0396,102,PROV-09,2026-02-03,,4858
OC-5783,2025-09-08,MP-0077,302,PROV-34,2025-09-25,2025-10-07,66191
OC-5929,2025-12-09,MP-0102,266,PROV-34,2025-12-18,2025-12-30,15942
OC-5055,2025-02-14,MP-0005,1324,PROV-15,2025-02-28,2025-03-14,141286
OC-5352,2025-06-19,MP-0025,1181,PROV-24,2025-07-08,2025-07-24,216530
OC-6140,2024-11-25,MP-0142,463,PROV-26,2024-12-09,2024-12-11,34292
OC-5425,2026-06-19,MP-0030,1686,PROV-27,2026-07-05,2026-07-14,284982
OC-5973,2025-02-15,MP-0111,193,PROV-08,2025-02-24,2025-03-12,71165
OC-5042,2025-08-05,MP-0004,1268,PROV-20,2025-08-17,2025-09-04,385136
OC-6121,2025-08-03,MP-0138,375,PROV-21,2025-08-12,2025-08-24,68215
OC-5922,2025-02-21,MP-0101,339,PROV-16,2025-02-28,2025-03-13,70351
OC-5500,2024-09-21,MP-0034,1137,PROV-03,2024-10-09,2024-10-25,318023
OC-6256,2024-09-24,MP-0214,38,PROV-02,2024-10-01,2024-10-11,5690
OC-5456,2024-12-18,MP-0032,2142,PROV-03,2024-12-30,2025-01-06,196328
OC-6101,2024-10-20,MP-0135,278,PROV-01,2024-10-25,2024-10-28,25279
OC-5228,2025-10-02,MP-0017,2010,PROV-32,2025-10-24,2025-10-29,165823
OC-5039,2025-09-24,MP-0004,831,PROV-20,2025-10-06,2025-10-27,385136
OC-5118,2026-06-05,MP-0010,2073,PROV-24,2026-06-25,2026-07-02,244981
OC-6388,2025-09-08,MP-0340,3,PROV-05,2025-09-20,2025-09-25,2769
OC-5563,2025-07-24,MP-0039,971,PROV-26,2025-08-12,2025-09-11,395252
OC-5728,2024-07-16,MP-0065,260,PROV-13,2024-07-27,2024-08-15,35988
OC-5803,2025-07-19,MP-0082,120,PROV-14,2025-07-26,2025-08-07,23972
OC-5377,2025-09-24,MP-0027,674,PROV-27,2025-10-10,2025-10-28,179174
OC-5837,2025-04-12,MP-0088,483,PROV-17,2025-04-17,2025-04-25,42952
OC-5729,2024-07-12,MP-0065,330,PROV-13,2024-07-23,2024-07-31,35988
OC-6046,2026-01-04,MP-0126,256,PROV-23,2026-01-17,2026-02-02,42475
OC-5720,2025-10-17,MP-0062,355,PROV-08,2025-10-30,2025-11-08,42841
OC-5846,2025-10-17,MP-0089,264,PROV-14,2025-10-26,2025-11-05,56054
OC-5831,2025-01-11,MP-0087,258,PROV-23,2025-01-19,2025-01-20,77924
OC-6260,2025-09-22,MP-0218,99,PROV-07,2025-09-28,2025-10-02,10287
OC-6395,2025-04-26,MP-0346,13,PROV-31,2025-05-10,2025-05-09,8492
OC-5607,2025-09-07,MP-0044,395,PROV-06,2025-09-12,2025-09-12,64011
OC-5964,2025-11-19,MP-0109,335,PROV-19,2025-11-30,2025-11-29,60010
OC-5312,2025-08-17,MP-0023,2068,PROV-26,2025-09-02,2025-09-16,120113
OC-5714,2025-10-03,MP-0061,171,PROV-23,2025-10-14,2025-11-01,53880
OC-6068,2025-12-01,MP-0130,455,PROV-11,2025-12-11,2025-12-19,74019
OC-5334,2024-11-10,MP-0024,1399,PROV-31,2024-11-30,2024-12-19,223650
OC-6086,2025-07-16,MP-0132,139,PROV-09,2025-07-27,2025-08-04,32995
OC-6352,2025-05-23,MP-0307,29,PROV-09,2025-05-29,2025-06-02,2975
OC-6246,2025-01-10,MP-0204,76,PROV-09,2025-01-16,2025-01-25,3743
OC-6191,2024-09-29,MP-0151,7,PROV-12,2024-10-11,,14596
OC-5129,2025-05-14,MP-0010,1646,PROV-24,2025-06-03,2025-06-07,244981
OC-6238,2024-07-08,MP-0196,31,PROV-13,2024-07-17,2024-07-26,4392
OC-5954,2025-09-09,MP-0107,258,PROV-07,2025-09-23,2025-10-09,69513
OC-5487,2025-01-09,MP-0033,2041,PROV-15,2025-01-25,2025-02-11,157770
OC-5430,2026-06-23,MP-0030,1871,PROV-27,2026-07-09,2026-07-26,284982
OC-6149,2026-06-12,MP-0144,175,PROV-02,2026-06-22,2026-07-06,49362
OC-5811,2025-04-18,MP-0084,307,PROV-34,2025-04-25,2035-05-03,26907
OC-5695,2025-06-16,MP-0058,447,PROV-25,2025-06-22,2025-06-27,64400
OC-6406,2025-12-09,MP-0357,50,PROV-26,2025-12-21,2025-12-25,6420
OC-5371,2025-12-29,MP-0026,905,PROV-28,2026-01-09,2026-01-13,393154
OC-5924,2024-11-11,MP-0101,316,PROV-16,2024-11-18,2024-11-29,70351
OC-6457,2026-05-22,MP-0406,19,PROV-34,2026-06-07,2026-07-02,1249
OC-5191,2024-10-20,MP-0014,1397,PROV-26,2024-10-29,,234603
OC-5566,2024-07-29,MP-0039,1285,PROV-26,2024-08-17,2024-09-07,395252
OC-5204,2025-08-02,MP-0015,854,PROV-03,2025-08-17,2025-08-22,151416
OC-6166,2024-07-23,MP-0146,312,PROV-33,2024-07-29,2024-08-06,31220
OC-5499,2026-01-26,MP-0034,1777,PROV-03,2026-02-13,2026-02-17,318023
OC-5243,2025-04-18,MP-0018,1600,PROV-07,2025-04-29,2025-05-13,91904
OC-6188,2025-07-01,MP-0150,226,PROV-21,2025-07-11,2025-07-18,40425
OC-5591,2025-11-01,MP-0040,1344,PROV-31,2025-11-18,2025-12-06,143609
OC-5161,2026-01-07,MP-0012,1029,PROV-29,2026-01-21,2026-01-27,260365
OC-5862,2025-07-28,MP-0091,226,PROV-11,2025-08-08,2025-08-21,75896
OC-5557,2025-07-11,MP-0038,834,PROV-32,2025-07-29,2025-08-20,307900
OC-5327,2024-11-11,MP-0023,1510,PROV-26,2024-11-27,2024-11-27,120113
OC-5794,2025-08-22,MP-0080,182,PROV-24,2025-09-01,2025-09-10,39838
OC-6284,2025-08-06,MP-0241,70,PROV-10,2025-08-18,2025-08-27,6469
OC-6326,2026-02-06,MP-0282,27,PROV-23,2026-02-17,2026-03-01,14231
OC-5491,2025-02-08,MP-0033,1486,PROV-15,2025-02-24,2025-03-08,157770
OC-5905,2026-02-26,MP-0099,574,PROV-17,2026-03-04,2026-03-19,42946
OC-5507,2025-11-09,MP-0034,1667,PROV-03,2025-11-27,2025-12-14,318023
OC-5144,2025-04-21,MP-0011,1836,PROV-17,2025-05-11,2025-05-28,356026
OC-6362,2024-09-20,MP-0315,85,PROV-04,2024-09-27,2024-10-07,447
OC-5155,2025-05-21,MP-0012,967,PROV-29,2025-06-04,2025-06-08,260365
OC-5063,2025-08-07,MP-0005,1302,PROV-15,2025-08-21,2025-09-01,141286
OC-5705,2025-07-31,MP-0059,257,PROV-24,2025-08-10,2025-08-16,34481
OC-5399,2025-05-01,MP-0029,1338,PROV-04,2025-05-15,2025-05-24,310652
OC-5123,2024-07-19,MP-0010,2248,PROV-24,2024-08-08,2024-08-06,244981
OC-6466,2025-01-29,MP-0415,38,PROV-09,2025-02-07,2025-02-17,12117
OC-6430,2026-05-20,MP-0381,52,PROV-27,2026-05-30,2026-06-12,3956
OC-6031,2024-10-01,MP-0124,211,PROV-02,2024-10-15,2024-10-22,29143
OC-5442,2026-05-31,MP-0031,749,PROV-17,2026-06-13,2026-06-28,324073
OC-5379,2024-11-01,MP-0027,512,PROV-27,2024-11-17,2024-12-11,179174
OC-5818,2025-01-18,MP-0084,380,PROV-34,2025-01-25,2025-02-02,26907
OC-5617,2026-01-07,MP-0045,240,PROV-09,2026-01-13,2026-01-15,62696
OC-6341,2024-08-24,MP-0296,52,PROV-11,2024-09-03,2024-09-08,10190
OC-6096,2025-08-10,MP-0134,271,PROV-25,2025-08-22,2025-09-02,64521
OC-5571,2024-12-07,MP-0039,754,PROV-26,2024-12-26,2025-01-04,395252
OC-6067,2025-09-22,MP-0130,411,PROV-11,2025-10-02,2025-10-10,74019
OC-6062,2026-01-17,MP-0129,376,PROV-18,2026-01-29,2026-02-21,38308
OC-6156,2025-06-10,MP-0145,335,PROV-30,2025-06-17,2025-06-17,22774
OC-6193,2025-08-20,MP-0153,43,PROV-07,2025-08-29,2025-09-04,14614
OC-5996,2024-08-16,MP-0117,238,PROV-27,2024-08-26,2024-08-31,19690
OC-5031,2025-06-07,MP-0003,731,PROV-01,2025-06-21,2025-07-05,178655
OC-6171,2026-02-12,MP-0147,348,PROV-28,2026-02-22,2026-03-02,48242
OC-5329,2026-01-19,MP-0023,1724,PROV-26,2026-02-04,2026-02-18,120113
OC-5181,2025-03-27,MP-0014,1294,PROV-26,2025-04-05,2025-04-18,234603
OC-5809,2026-04-13,MP-0083,156,PROV-07,2026-04-19,2026-04-24,73001
OC-5078,2025-12-19,MP-0006,489,PROV-08,2026-01-03,2026-01-13,142141
OC-5649,2025-11-02,MP-0050,472,PROV-26,2025-11-08,2025-11-18,63500
OC-6203,2025-04-11,MP-0163,69,PROV-11,2025-04-23,2025-04-23,6781
OC-5761,2026-05-13,MP-0072,155,PROV-09,2026-05-26,2026-06-05,15680
OC-5279,2024-07-03,MP-0021,1132,PROV-03,2024-07-16,2024-07-30,188399
OC-5002,2025-03-11,MP-0001,588,PROV-02,2025-03-22,2025-04-09,299035
OC-6371,2024-10-12,MP-0323,20,PROV-22,2024-10-24,2024-11-10,1501
OC-5416,2025-04-22,MP-0030,1539,PROV-27,2025-05-08,2025-05-26,284982
OC-6118,2025-09-13,MP-0137,456,PROV-09,2025-09-19,2025-09-23,39144
OC-5301,2024-12-20,MP-0022,1496,PROV-07,2025-01-02,2025-01-12,173118
OC-5536,2025-05-23,MP-0036,602,PROV-32,2025-06-03,2025-06-13,339654
OC-5834,2025-08-29,MP-0087,431,PROV-23,2025-09-06,2025-09-06,77924
OC-5756,2025-03-21,MP-0071,406,PROV-18,2025-03-31,2025-04-09,64609
OC-5717,2024-09-27,MP-0062,337,PROV-08,2024-10-10,2024-10-31,42841
OC-6389,2025-08-13,MP-0341,44,PROV-34,2025-08-20,2025-09-04,2027
OC-6402,2024-10-07,MP-0353,107,PROV-10,2024-10-22,2024-10-31,10667
OC-5621,2025-01-26,MP-0045,334,PROV-09,2025-02-01,2025-01-31,62696
OC-5054,2025-08-14,MP-0005,1445,PROV-15,2025-08-28,2025-09-01,141286
OC-6409,2026-04-07,MP-0360,25,PROV-20,2026-04-13,2026-04-16,2148
OC-6432,2026-05-28,MP-0383,11,PROV-19,2026-06-10,2026-06-28,2342
OC-6465,2025-06-17,MP-0414,15,PROV-17,2025-06-29,2025-07-17,2703
OC-5699,2026-05-04,MP-0058,333,PROV-25,2026-05-10,,64400
OC-5190,2025-05-08,MP-0014,1134,PROV-26,2025-05-17,2025-05-26,234603
OC-5709,2026-05-23,MP-0059,411,PROV-24,2026-06-02,2026-06-27,34481
OC-5423,2026-06-26,MP-0030,1950,PROV-27,2026-07-12,2026-07-21,284982
OC-6100,2024-08-21,MP-0135,368,PROV-01,2024-08-26,2035-09-01,25279
OC-5863,2026-02-24,MP-0092,314,PROV-11,2026-03-07,2026-03-18,22184
OC-6400,2024-11-25,MP-0351,12,PROV-27,2024-12-09,2024-12-17,11483
OC-5265,2024-07-19,MP-0019,430,PROV-31,2024-08-05,2024-09-09,81958
OC-5186,2025-11-15,MP-0014,1404,PROV-26,2025-11-24,2025-12-06,234603
OC-5881,2025-03-13,MP-0095,298,PROV-08,2025-03-21,2025-03-27,49436
OC-5356,2025-02-20,MP-0025,666,PROV-24,2025-03-11,2025-03-26,216530
OC-5093,2024-12-18,MP-0008,504,PROV-20,2025-01-07,2025-02-05,310890
OC-5688,2025-04-24,MP-0057,401,PROV-02,2025-05-02,2025-05-08,65040
OC-5522,2025-10-27,MP-0035,1376,PROV-34,2025-11-13,2025-12-09,391712
OC-5359,2025-09-03,MP-0026,816,PROV-28,2025-09-14,2025-09-25,393154
OC-5373,2025-03-21,MP-0026,859,PROV-28,2025-04-01,2025-04-14,393154
OC-6099,2024-10-07,MP-0135,275,PROV-01,2024-10-12,2024-10-19,25279
OC-6138,2025-04-12,MP-0141,199,PROV-32,2025-04-18,2025-04-18,20387
OC-6176,2024-12-30,MP-0147,462,PROV-28,2025-01-09,2025-01-12,48242
OC-6030,2025-01-15,MP-0124,306,PROV-02,2025-01-29,,29143
OC-5694,2026-01-10,MP-0058,498,PROV-25,2026-01-16,2026-01-19,64400
OC-6227,2026-04-16,MP-0185,44,PROV-23,2026-04-25,2026-05-01,12045
OC-5064,2025-05-05,MP-0005,1304,PROV-15,2025-05-19,2025-05-13,141286
OC-5979,2025-05-02,MP-0113,138,PROV-11,2025-05-09,2025-05-11,60878
OC-6355,2026-02-27,MP-0310,9,PROV-26,2026-03-11,2026-04-03,11146
OC-6127,2026-03-22,MP-0139,200,PROV-03,2026-03-31,2026-04-12,22444
